Year,Month,Day,Hour,Minute,Temperature,Total Precipitation,Wind Speed,Wind Direction
2021,1,1,0,0,5.05,0,4.68,292.62
2021,1,1,1,0,4.9,0,4.69,302.47
2021,1,1,2,0,4.81,0,4.83,296.57
2021,1,1,3,0,4.73,0,5.35,289.65
2021,1,1,4,0,4.6,0,5.24,285.95
2021,1,1,5,0,4.58,0,5.51,281.31
2021,1,1,6,0,4.56,0,5.05,274.09
2021,1,1,7,0,4.49,0,6.03,287.35
2021,1,1,8,0,4.33,0,6.95,291.25
2021,1,1,9,0,4.24,0.1,9.37,267.8
2021,1,1,10,0,4.71,0.1,10.25,251.57
2021,1,1,11,0,5.48,0,10.45,268.03
2021,1,1,12,0,6.14,0,14.04,270
2021,1,1,13,0,6.52,0,16.58,272.49
2021,1,1,14,0,7.1,0,19.52,275.29
2021,1,1,15,0,6.01,0,22.71,272.73
2021,1,1,16,0,5.46,0.1,22.32,269.08
2021,1,1,17,0,4.72,0.1,22.01,266.25
2021,1,1,18,0,3.96,0,21.29,266.12
2021,1,1,19,0,4.08,0,20.67,263
2021,1,1,20,0,3.98,0.1,21.39,263.23
2021,1,1,21,0,3.98,0.1,21.27,267.09
2021,1,1,22,0,3.87,0.3,20.67,263
2021,1,1,23,0,3.84,0.3,21.24,270
2021,1,2,0,0,3.75,0.1,20.89,271.97
2021,1,2,1,0,3.59,0,18.58,278.91
2021,1,2,2,0,3.47,0,14.51,293.39
2021,1,2,3,0,3.19,0,13.18,304.99
2021,1,2,4,0,1.67,0,12.31,322.13
2021,1,2,5,0,1,0,8.4,316.74
2021,1,2,6,0,0.53,0,8.44,309.81
2021,1,2,7,0,0.28,0,10.2,312.14
2021,1,2,8,0,0.28,0,12.1,306.53
2021,1,2,9,0,1.06,0,12.77,310.43
2021,1,2,10,0,1.62,0,16.99,323.62
2021,1,2,11,0,2.38,0,18.36,334.44
2021,1,2,12,0,3.04,0,18.36,348.69
2021,1,2,13,0,4.18,0,23.93,338.84
2021,1,2,14,0,4.55,0,23.51,334.61
2021,1,2,15,0,4.32,0,23.21,336.22
2021,1,2,16,0,4.17,0,20.99,337.83
2021,1,2,17,0,3.69,0,14.39,328.3
2021,1,2,18,0,2.21,0,11.75,297.35
2021,1,2,19,0,1.63,0,10.93,287.24
2021,1,2,20,0,0.93,0,9.69,285.07
2021,1,2,21,0,0.69,0,7.73,297.76
2021,1,2,22,0,0.22,0,5.62,309.81
2021,1,2,23,0,0.08,0,4.21,340.02
2021,1,3,0,0,-0.28,0,2.1,329.04
2021,1,3,1,0,-0.62,0,1.14,251.57
2021,1,3,2,0,-0.67,0,2.52,180
2021,1,3,3,0,-0.8,0,3.1,125.54
2021,1,3,4,0,-1.1,0,4.8,102.99
2021,1,3,5,0,-1.24,0,5.94,104.04
2021,1,3,6,0,-1.36,0,6.64,102.53
2021,1,3,7,0,-1.5,0,6.15,110.56
2021,1,3,8,0,-1.65,0,5.51,101.31
2021,1,3,9,0,-1.56,0,4.32,90
2021,1,3,10,0,-0.68,0,2.9,82.87
2021,1,3,11,0,0.14,0,2.28,18.43
2021,1,3,12,0,0.63,0,5.45,352.41
2021,1,3,13,0,1.57,0,4.68,337.38
2021,1,3,14,0,2.31,0,5.4,323.13
2021,1,3,15,0,2.72,0,5.12,320.71
2021,1,3,16,0,2.22,0,6.41,321.84
2021,1,3,17,0,1.54,0,8.21,322.13
2021,1,3,18,0,0.63,0,6.79,327.99
2021,1,3,19,0,0.1,0,4.84,318.01
2021,1,3,20,0,0.4,0,4.9,323.97
2021,1,3,21,0,0.15,0,4.69,302.47
2021,1,3,22,0,0.08,0,5.45,277.59
2021,1,3,23,0,0.21,0,4.02,296.57
2021,1,4,0,0,0.23,0,3.32,347.47
2021,1,4,1,0,-0.22,0,4.02,10.3
2021,1,4,2,0,-0.02,0,1.3,33.69
2021,1,4,3,0,0.36,0,3.24,180
2021,1,4,4,0,-0.39,0,3.4,212.01
2021,1,4,5,0,-1.01,0,3.62,264.29
2021,1,4,6,0,-1.18,0,4.69,274.4
2021,1,4,7,0,-1.49,0,5.04,270
2021,1,4,8,0,-1.5,0,5.05,274.09
2021,1,4,9,0,-0.96,0,5.01,248.96
2021,1,4,10,0,-0.18,0,5.01,248.96
2021,1,4,11,0,1.41,0,4.02,296.57
2021,1,4,12,0,2.05,0,5.35,317.73
2021,1,4,13,0,4.17,0,4.55,341.57
2021,1,4,14,0,4.74,0,5.12,320.71
2021,1,4,15,0,4.17,0,6.7,306.25
2021,1,4,16,0,3.77,0,9.69,291.8
2021,1,4,17,0,3.22,0,12.52,288.43
2021,1,4,18,0,2.49,0,13.4,263.83
2021,1,4,19,0,2.38,0,19.2,263.54
2021,1,4,20,0,1.63,0,22.55,278.26
2021,1,4,21,0,1.17,0,19.16,275.39
2021,1,4,22,0,1.59,0,17.64,270
2021,1,4,23,0,2.11,0,19.8,268.96
2021,1,5,0,0,1.91,0,20.88,270
2021,1,5,1,0,1.39,0,18.72,268.9
2021,1,5,2,0,1.21,0,16.56,270
2021,1,5,3,0,1.1,0,14.11,264.14
2021,1,5,4,0,0.44,0,16.56,270
2021,1,5,5,0,0.26,0,19.8,270
2021,1,5,6,0,0.31,0,22.86,262.76
2021,1,5,7,0,0.38,0.1,25.77,257.91
2021,1,5,8,0,0.47,0.1,28.55,264.94
2021,1,5,9,0,0.83,0.2,32.4,270
2021,1,5,10,0,1.67,0.3,34.25,273.01
2021,1,5,11,0,2.5,0.4,37.11,272.22
2021,1,5,12,0,2.85,0.4,40.02,273.09
2021,1,5,13,0,2.44,0.2,33.93,274.26
2021,1,5,14,0,2.73,0.3,35.04,274.71
2021,1,5,15,0,2.83,0.2,35.46,275.83
2021,1,5,16,0,2.86,0.2,35.3,271.75
2021,1,5,17,0,2.4,0.4,35.29,268.83
2021,1,5,18,0,2.39,0.6,34.94,268.23
2021,1,5,19,0,2.56,0.5,32.41,268.73
2021,1,5,20,0,2.78,0.4,30.6,270
2021,1,5,21,0,2.93,0.3,28.08,270
2021,1,5,22,0,3.09,0.2,26.64,270.77
2021,1,5,23,0,3.1,0.2,25.57,271.61
2021,1,6,0,0,3,0.3,23.4,270.88
2021,1,6,1,0,2.93,0.3,22.35,272.77
2021,1,6,2,0,2.7,0.4,21.99,272.82
2021,1,6,3,0,2.46,0.4,20.93,273.95
2021,1,6,4,0,2.34,0.4,19.96,277.25
2021,1,6,5,0,2.09,0.3,19.6,277.39
2021,1,6,6,0,1.83,0.3,19.16,275.39
2021,1,6,7,0,1.61,0.3,19.49,274.24
2021,1,6,8,0,1.29,0.3,20.91,272.96
2021,1,6,9,0,1.29,0.3,23.07,272.68
2021,1,6,10,0,1.86,0.2,25.26,274.09
2021,1,6,11,0,2.48,0.1,26.84,276.93
2021,1,6,12,0,3.2,0.1,27.7,278.97
2021,1,6,13,0,4.48,0,15.11,282.38
2021,1,6,14,0,5.04,0.1,15.63,284.68
2021,1,6,15,0,5.46,0.1,15.89,283.09
2021,1,6,16,0,5.31,0.1,17.03,283.45
2021,1,6,17,0,4.41,0.1,16.17,281.56
2021,1,6,18,0,3.71,0.1,14.56,278.53
2021,1,6,19,0,3.41,0,12.4,295.82
2021,1,6,20,0,3.18,0,10.2,312.14
2021,1,6,21,0,2.95,0,8.5,306.38
2021,1,6,22,0,2.92,0,6.62,292.38
2021,1,6,23,0,2.73,0,5.8,277.13
2021,1,7,0,0,2.61,0,5.94,284.04
2021,1,7,1,0,2.5,0.1,6.29,293.63
2021,1,7,2,0,2.35,0.1,6.15,290.56
2021,1,7,3,0,2.11,0,6.29,283.24
2021,1,7,4,0,1.9,0,6.12,270
2021,1,7,5,0,1.49,0,6.48,270
2021,1,7,6,0,1.19,0,6.85,273.01
2021,1,7,7,0,1.44,0,7.24,275.71
2021,1,7,8,0,1.46,0,6.85,273.01
2021,1,7,9,0,1.7,0,6.88,276.01
2021,1,7,10,0,2.33,0,6.49,273.18
2021,1,7,11,0,3,0,5.86,280.62
2021,1,7,12,0,3.37,0,5.96,295.02
2021,1,7,13,0,3.91,0,5.69,325.3
2021,1,7,14,0,4.39,0,6.99,325.49
2021,1,7,15,0,4.55,0,8.5,323.62
2021,1,7,16,0,4.41,0,8.91,316.64
2021,1,7,17,0,4.05,0,7.7,307.41
2021,1,7,18,0,3.31,0,4.45,284.04
2021,1,7,19,0,3.32,0,6.3,239.04
2021,1,7,20,0,3.48,0,11.97,254.29
2021,1,7,21,0,3.33,0,13.71,256.33
2021,1,7,22,0,3.24,0.1,16.6,266.27
2021,1,7,23,0,2.79,0.1,16.17,258.44
2021,1,8,0,0,2.82,0,16.24,257.2
2021,1,8,1,0,2.68,0.4,17.73,257.09
2021,1,8,2,0,2.38,0.7,18.86,256.76
2021,1,8,3,0,2.66,1.1,21.52,252.47
2021,1,8,4,0,3.39,0.9,23.73,247.71
2021,1,8,5,0,4.11,0.6,27.25,254.68
2021,1,8,6,0,4.39,0.4,32.06,257.68
2021,1,8,7,0,4.53,0.4,36.43,258.02
2021,1,8,8,0,4.56,0,38.59,261.42
2021,1,8,9,0,4.56,0,39.4,264.76
2021,1,8,10,0,4.8,0,38.53,268.93
2021,1,8,11,0,4.87,0,38.16,270
2021,1,8,12,0,5.03,0,37.46,271.65
2021,1,8,13,0,5.36,0,42.91,266.63
2021,1,8,14,0,5.66,0,42.55,266.61
2021,1,8,15,0,5.8,0,43.56,269.53
2021,1,8,16,0,5.51,0,43.57,269.05
2021,1,8,17,0,5.15,0,42.48,270.49
2021,1,8,18,0,4.87,0.5,41.62,275.96
2021,1,8,19,0,4.68,0,41.96,279.38
2021,1,8,20,0,4.45,0,40.61,282.8
2021,1,8,21,0,4.08,0,36.25,285.55
2021,1,8,22,0,4.04,0,33.38,286.28
2021,1,8,23,0,3.87,0,32.79,289.23
2021,1,9,0,0,3.66,0,32.7,290.63
2021,1,9,1,0,3.36,0,32.36,290.85
2021,1,9,2,0,3.12,0,32.83,291.22
2021,1,9,3,0,2.96,0,32.76,292.62
2021,1,9,4,0,2.8,0,31.82,291.92
2021,1,9,5,0,2.63,0,31.91,293.96
2021,1,9,6,0,2.43,0,29.63,297.5
2021,1,9,7,0,2.59,0.1,26.76,303.48
2021,1,9,8,0,2.71,0.2,28.82,318.54
2021,1,9,9,0,2.61,0.2,32.53,332.3
2021,1,9,10,0,2.88,0.5,36.69,344.05
2021,1,9,11,0,3.16,0.2,37.37,346.63
2021,1,9,12,0,2.95,0,35.3,348.23
2021,1,9,13,0,3.7,0,32.22,346.43
2021,1,9,14,0,3.75,0,33.14,342.94
2021,1,9,15,0,3.59,0,33.01,341.57
2021,1,9,16,0,3.52,0,32.45,342.57
2021,1,9,17,0,3.05,0,30.85,340.93
2021,1,9,18,0,2.49,0,28.66,334.72
2021,1,9,19,0,0.93,0,24.64,334.93
2021,1,9,20,0,0.66,0.4,25.12,332.7
2021,1,9,21,0,0.61,0.2,26.8,329.3
2021,1,9,22,0,0.61,0,27.21,332.42
2021,1,9,23,0,0.48,0,27.9,340.4
2021,1,10,0,0,0.39,0,27.1,343.01
2021,1,10,1,0,0.28,0,28.47,350.54
2021,1,10,2,0,0.12,0,29.89,358.62
2021,1,10,3,0,-0.18,0,29.53,358.6
2021,1,10,4,0,-0.46,0,30.29,356.59
2021,1,10,5,0,-0.77,0,28.91,355
2021,1,10,6,0,-0.98,0,27.48,354.74
2021,1,10,7,0,-1.14,0,27.51,353.99
2021,1,10,8,0,-1.33,0,27.19,353.16
2021,1,10,9,0,-1.28,0,27.12,354.67
2021,1,10,10,0,-0.85,0,28.09,1.47
2021,1,10,11,0,-0.4,0,27.06,3.81
2021,1,10,12,0,-0.05,0,28.16,4.4
2021,1,10,13,0,2.35,0,25.26,4.09
2021,1,10,14,0,2.7,0,26.32,3.14
2021,1,10,15,0,2.53,0,27.06,3.81
2021,1,10,16,0,2.21,0,25.98,3.97
2021,1,10,17,0,1.72,0,23.77,1.74
2021,1,10,18,0,1.22,0,20.99,5.91
2021,1,10,19,0,0.95,0,18.84,6.58
2021,1,10,20,0,0.66,0,15.63,7.94
2021,1,10,21,0,0.49,0,8.83,11.77
2021,1,10,22,0,0.5,0,2.9,7.13
2021,1,10,23,0,0.3,0,1.84,281.31
2021,1,11,0,0,-0.38,0,4.69,327.53
2021,1,11,1,0,-1.25,0,3.89,326.31
2021,1,11,2,0,-1.34,0,3.42,341.57
2021,1,11,3,0,-0.87,0,3.1,35.54
2021,1,11,4,0,-0.98,0,2.55,81.87
2021,1,11,5,0,-1.18,0,2.19,80.54
2021,1,11,6,0,-1.01,0,1.08,360
2021,1,11,7,0,-0.83,0,1.53,225
2021,1,11,8,0,-1.5,0,3.76,196.7
2021,1,11,9,0,-0.78,0,3.76,196.7
2021,1,11,10,0,0.65,0,3.96,180
2021,1,11,11,0,2.35,0,2.74,156.8
2021,1,11,12,0,3.7,0,0.8,206.57
2021,1,11,13,0,1.91,0,3.88,291.8
2021,1,11,14,0,2.66,0,5.69,288.43
2021,1,11,15,0,2.62,0,10.54,277.85
2021,1,11,16,0,1.71,0.1,14.06,267.06
2021,1,11,17,0,0.68,0.2,13.21,252.55
2021,1,11,18,0,0.63,0.3,15.28,254.98
2021,1,11,19,0,1.13,0.3,19.24,252.58
2021,1,11,20,0,1.22,0.2,22.8,254.43
2021,1,11,21,0,1.33,0.2,25.52,253.61
2021,1,11,22,0,1.59,0.2,28.83,254.05
2021,1,11,23,0,1.73,0.1,27.16,255.41
2021,1,12,0,0,1.76,0.3,25.93,256.35
2021,1,12,1,0,1.91,0.3,27.11,259.29
2021,1,12,2,0,2.06,0.3,27.91,263.33
2021,1,12,3,0,1.96,0.2,28.27,263.42
2021,1,12,4,0,1.87,0.2,28.55,264.94
2021,1,12,5,0,1.91,0.1,28,261.87
2021,1,12,6,0,2.07,0.1,27.05,260.04
2021,1,12,7,0,2.25,0.1,25.41,262.67
2021,1,12,8,0,2.36,0.1,23.98,262.23
2021,1,12,9,0,2.78,0.1,25.05,262.57
2021,1,12,10,0,3.72,0.1,28.09,268.53
2021,1,12,11,0,4.89,0.1,29.53,271.4
2021,1,12,12,0,5.66,0,31.68,270.65
2021,1,12,13,0,5.7,0,27.06,273.81
2021,1,12,14,0,5.28,0,29.56,272.79
2021,1,12,15,0,5.66,0,28.27,263.42
2021,1,12,16,0,5.45,0,31.53,263.44
2021,1,12,17,0,4.28,0,31.01,254.51
2021,1,12,18,0,4.12,0,32.23,249.74
2021,1,12,19,0,4.36,0.2,36.11,249.58
2021,1,12,20,0,4.52,1.3,38.97,253.91
2021,1,12,21,0,4.38,0.9,44.8,254.62
2021,1,12,22,0,4.39,0.7,46.93,253.51
2021,1,12,23,0,4.64,0.4,47.38,253.22
2021,1,13,0,0,4.93,0.4,45.76,257.28
2021,1,13,1,0,4.81,0.5,47.3,261.68
2021,1,13,2,0,5,0.5,44.78,265.39
2021,1,13,3,0,4.92,0.3,38.59,261.42
2021,1,13,4,0,5.27,0.5,39.97,262.23
2021,1,13,5,0,5.51,0.7,38.09,262.94
2021,1,13,6,0,5.8,0.8,35.69,261.3
2021,1,13,7,0,6,0.7,38.45,263.01
2021,1,13,8,0,6,0.7,39.61,262.16
2021,1,13,9,0,6.03,1.2,39.71,261.14
2021,1,13,10,0,6.3,1.6,40.13,260.71
2021,1,13,11,0,6.36,2.1,40.48,260.79
2021,1,13,12,0,6.7,2.8,40.84,260.87
2021,1,13,13,0,6.4,2.5,27.68,249.44
2021,1,13,14,0,7.19,1.3,32.06,257.68
2021,1,13,15,0,7.37,0.2,34.49,256.11
2021,1,13,16,0,7.35,0.5,35.02,255.11
2021,1,13,17,0,7.31,0.3,34.38,252.32
2021,1,13,18,0,7.3,0.4,34.73,252.5
2021,1,13,19,0,7.45,0.5,35.62,255.96
2021,1,13,20,0,7.61,0.4,37.52,261.17
2021,1,13,21,0,7.68,0.3,38.8,263.07
2021,1,13,22,0,7.59,0.2,37.37,262.81
2021,1,13,23,0,7.44,0.1,35.73,265.96
2021,1,14,0,0,7.14,0.1,33.85,271.22
2021,1,14,1,0,7.15,0.3,30.74,275.38
2021,1,14,2,0,7.01,0.7,33.15,278.75
2021,1,14,3,0,6.64,0.3,32.14,285.59
2021,1,14,4,0,6.05,0.7,29.48,298.44
2021,1,14,5,0,5.73,0.7,26.37,304.99
2021,1,14,6,0,4.88,0.1,25.44,296.93
2021,1,14,7,0,4.39,0,26.47,292.38
2021,1,14,8,0,4.01,0,27.14,291.8
2021,1,14,9,0,4.05,0,26.88,290.38
2021,1,14,10,0,4.83,0,28.24,289.36
2021,1,14,11,0,5.47,0,29.83,289.75
2021,1,14,12,0,5.67,0,31.02,291.8
2021,1,14,13,0,6.57,0.6,29.83,289.75
2021,1,14,14,0,6.51,0.2,32.24,286.21
2021,1,14,15,0,6.5,0,33.72,286.11
2021,1,14,16,0,6.15,0.4,32.11,289.65
2021,1,14,17,0,5.65,0.3,29.17,294.03
2021,1,14,18,0,5.38,0.4,24.57,309.05
2021,1,14,19,0,5.23,0.6,17.43,308.29
2021,1,14,20,0,4.23,0.2,13.28,302.83
2021,1,14,21,0,3.89,0,11.38,288.43
2021,1,14,22,0,4.08,0,10.39,284.04
2021,1,14,23,0,4.15,0,9.89,280.49
2021,1,15,0,0,3.93,0,10.9,277.59
2021,1,15,1,0,3.57,0,10.09,272.05
2021,1,15,2,0,3.54,0,7.2,270
2021,1,15,3,0,3.03,0,6.12,270
2021,1,15,4,0,2.7,0,4.68,270
2021,1,15,5,0,2.12,0,4.21,250.02
2021,1,15,6,0,1.51,0,6.11,225
2021,1,15,7,0,0.26,0,7.9,210.07
2021,1,15,8,0,0.28,0,7.64,225
2021,1,15,9,0,2.03,0,11.18,255.07
2021,1,15,10,0,3.44,0,17.81,255.96
2021,1,15,11,0,4.36,0,23.04,270.9
2021,1,15,12,0,5.55,0,23.8,273.47
2021,1,15,13,0,6.17,0,18.45,275.6
2021,1,15,14,0,6.49,0,18.29,280.2
2021,1,15,15,0,6.53,0,17.94,280.41
2021,1,15,16,0,6.27,0,14.15,277.31
2021,1,15,17,0,5.33,0,9.18,281.31
2021,1,15,18,0,4.82,0,6.29,256.76
2021,1,15,19,0,4.31,0,7.39,223.03
2021,1,15,20,0,2.08,0,9.36,202.62
2021,1,15,21,0,0.59,0,9.06,186.84
2021,1,15,22,0,0.31,0,7.2,180
2021,1,15,23,0,0.17,0,5.45,172.41
2021,1,16,0,0,0.36,0,4.9,162.9
2021,1,16,1,0,0.75,0,4.2,149.04
2021,1,16,2,0,1.13,0,4.58,135
2021,1,16,3,0,1.16,0,5,120.26
2021,1,16,4,0,1.06,0,5.82,111.8
2021,1,16,5,0,0.91,0,6.62,112.38
2021,1,16,6,0,0.52,0,7.07,104.74
2021,1,16,7,0,0.25,0,6.92,98.97
2021,1,16,8,0,0.13,0,7.42,104.04
2021,1,16,9,0,0.65,0,7.52,106.7
2021,1,16,10,0,1.96,0,7.52,106.7
2021,1,16,11,0,3.67,0,6.57,99.46
2021,1,16,12,0,4.89,0,4.74,98.75
2021,1,16,13,0,6.58,0,7.75,111.8
2021,1,16,14,0,8.24,0,4.84,131.99
2021,1,16,15,0,10.56,0,7.97,251.57
2021,1,16,16,0,10.51,0,11.04,250.97
2021,1,16,17,0,9.33,0,9.93,226.47
2021,1,16,18,0,7.32,0,8.65,196.93
2021,1,16,19,0,6.13,0,6.62,157.62
2021,1,16,20,0,5.29,0,8.85,116.57
2021,1,16,21,0,5.82,0,6.49,123.69
2021,1,16,22,0,6.91,0,4.32,180
2021,1,16,23,0,7.19,0,11.63,248.2
2021,1,17,0,0,7.16,0,20.19,248.01
2021,1,17,1,0,6.29,0,19.59,252.9
2021,1,17,2,0,6.15,0,20.87,255
2021,1,17,3,0,6.13,0,20.99,247.83
2021,1,17,4,0,5.6,0,19.3,233.34
2021,1,17,5,0,6.57,0,21.39,233.9
2021,1,17,6,0,7.13,0,20.09,233.75
2021,1,17,7,0,7.32,0.1,22.29,238.88
2021,1,17,8,0,7.2,0.1,28.15,249.02
2021,1,17,9,0,6.64,0.1,26.84,263.07
2021,1,17,10,0,6.3,0.2,29.54,272.1
2021,1,17,11,0,6.5,0,26.08,263.66
2021,1,17,12,0,6.9,0,28.08,269.27
2021,1,17,13,0,8.28,0,28.98,263.58
2021,1,17,14,0,7.77,0,27.34,260.91
2021,1,17,15,0,7.49,0.1,28.24,258.98
2021,1,17,16,0,6.94,0.2,27.5,255.6
2021,1,17,17,0,5.8,0,25.15,256.76
2021,1,17,18,0,4.78,0,23.93,254.29
2021,1,17,19,0,4.33,0,21.39,263.23
2021,1,17,20,0,4.11,0,21.96,270
2021,1,17,21,0,3.54,0,19.47,266.82
2021,1,17,22,0,2.94,0,16.52,258.69
2021,1,17,23,0,2.62,0,15.27,261.87
2021,1,18,0,0,2.82,0.5,17.7,274.67
2021,1,18,1,0,1.35,0.3,20.11,315.73
2021,1,18,2,0,0.77,0,16.12,330.57
2021,1,18,3,0,1.09,0,11.21,275.53
2021,1,18,4,0,-0.12,0,21.52,287.53
2021,1,18,5,0,-1.94,0,16.3,276.34
2021,1,18,6,0,-0.87,0,12.96,270
2021,1,18,7,0,-1.62,0,15.63,277.94
2021,1,18,8,0,-2.02,0,16.58,272.49
2021,1,18,9,0,-1.56,0,15.14,267.27
2021,1,18,10,0,-0.41,0,10.09,272.05
2021,1,18,11,0,1.58,0,4.38,279.46
2021,1,18,12,0,3.41,0,1.61,333.43
2021,1,18,13,0,2.97,0,6.64,77.47
2021,1,18,14,0,3.4,0,9.26,76.5
2021,1,18,15,0,3.91,0,13.63,77.8
2021,1,18,16,0,3.85,0,16.24,77.2
2021,1,18,17,0,3.31,0,13.53,61.39
2021,1,18,18,0,2.44,0,13.44,69.62
2021,1,18,19,0,1.19,0,13.91,79.56
2021,1,18,20,0,1.17,0,11.66,98.88
2021,1,18,21,0,0.84,0,13.45,105.52
2021,1,18,22,0,0.34,0,13.71,103.67
2021,1,18,23,0,0.19,0,15.83,107.2
2021,1,19,0,0,0.14,0,14.93,105.38
2021,1,19,1,0,0.18,0,14.15,104.74
2021,1,19,2,0,0.15,0,14.92,109.75
2021,1,19,3,0,-0.02,0,15.18,112.31
2021,1,19,4,0,-0.43,0,15.29,116.57
2021,1,19,5,0,-0.79,0,14.17,117.22
2021,1,19,6,0,-1.05,0,13.57,111.8
2021,1,19,7,0,-1.14,0,14.2,120.47
2021,1,19,8,0,-1.49,0,15.29,116.57
2021,1,19,9,0,-0.89,0,14.39,121.7
2021,1,19,10,0,0.68,0,15.78,124.78
2021,1,19,11,0,1.92,0,10.5,120.96
2021,1,19,12,0,2.8,0,5.35,109.65
2021,1,19,13,0,2,0,2.88,90
2021,1,19,14,0,2.36,0,1.61,63.43
2021,1,19,15,0,2.41,0,2.1,59.04
2021,1,19,16,0,2.32,0,3.1,54.46
2021,1,19,17,0,1.96,0,4.33,41.63
2021,1,19,18,0,1.92,0,5.63,63.43
2021,1,19,19,0,1.34,0,6.52,96.34
2021,1,19,20,0,0.7,0,5.99,122.74
2021,1,19,21,0,0.07,0,6.3,120.96
2021,1,19,22,0,-0.42,0,6.99,124.51
2021,1,19,23,0,-0.59,0,7.49,125.22
2021,1,20,0,0,-0.47,0,6.99,124.51
2021,1,20,1,0,-0.14,0,4.51,118.61
2021,1,20,2,0,-0.57,0,4.1,105.26
2021,1,20,3,0,-0.19,0,5.45,97.59
2021,1,20,4,0,0.06,0,6.99,101.89
2021,1,20,5,0,0.56,0,10.14,106.5
2021,1,20,6,0,1.05,0,9.18,115.56
2021,1,20,7,0,1.38,0,7.75,111.8
2021,1,20,8,0,1.7,0,7.41,119.05
2021,1,20,9,0,2.1,0,8.37,115.46
2021,1,20,10,0,3.21,0,6.62,112.38
2021,1,20,11,0,4.47,0,1.8,90
2021,1,20,12,0,5.21,0,2.88,360
2021,1,20,13,0,5.78,0,3.26,83.66
2021,1,20,14,0,6.38,0,5.69,71.57
2021,1,20,15,0,6.45,0,6.99,55.49
2021,1,20,16,0,6.3,0,7.65,41.19
2021,1,20,17,0,5.7,0,7.9,24.23
2021,1,20,18,0,4.82,0,8.31,17.65
2021,1,20,19,0,4.51,0,8.09,20.85
2021,1,20,20,0,4.37,0,6.99,11.89
2021,1,20,21,0,4.03,0,9.18,348.69
2021,1,20,22,0,3.12,0,11.73,342.12
2021,1,20,23,0,1.96,0,12.73,331.26
2021,1,21,0,0,1.24,0,11.71,315
2021,1,21,1,0,0.89,0,10.59,305.31
2021,1,21,2,0,0.62,0,9.89,303.11
2021,1,21,3,0,0.42,0,9.02,298.61
2021,1,21,4,0,0.3,0,7.59,301.43
2021,1,21,5,0,0.12,0,6.64,310.6
2021,1,21,6,0,-0.29,0,7.39,316.97
2021,1,21,7,0,-0.95,0,9.69,318.01
2021,1,21,8,0,-1.43,0,11.02,321.63
2021,1,21,9,0,-1.4,0,10.59,324.69
2021,1,21,10,0,-0.74,0,11.09,324.25
2021,1,21,11,0,0.33,0,10.19,327.99
2021,1,21,12,0,1.83,0,9.51,330.52
2021,1,21,13,0,1.04,0,10.03,338.96
2021,1,21,14,0,1.73,0,10.97,336.8
2021,1,21,15,0,2.25,0,12.1,337.25
2021,1,21,16,0,2.11,0,12.73,331.26
2021,1,21,17,0,1.04,0,11.3,322.77
2021,1,21,18,0,-0.22,0,9.96,310.6
2021,1,21,19,0,-0.78,0,8.53,297.65
2021,1,21,20,0,-1.04,0,7.99,277.77
2021,1,21,21,0,-1.28,0,7.24,275.71
2021,1,21,22,0,-1.44,0,5.45,277.59
2021,1,21,23,0,-1.41,0,4.33,274.76
2021,1,22,0,0,-1.37,0,2.19,279.46
2021,1,22,1,0,-1.55,0,1.61,63.43
2021,1,22,2,0,-1.76,0,4.1,105.26
2021,1,22,3,0,-1.66,0,4.21,109.98
2021,1,22,4,0,-1.95,0,3.96,90
2021,1,22,5,0,-2.24,0,2.55,135
2021,1,22,6,0,-2.16,0,3.71,150.95
2021,1,22,7,0,-2.02,0,2.62,164.05
2021,1,22,8,0,-2.34,0,3.32,192.53
2021,1,22,9,0,-1.99,0,3.1,144.46
2021,1,22,10,0,-0.54,0,1.61,116.57
2021,1,22,11,0,0.39,0,1.14,108.43
2021,1,22,12,0,1,0,2.74,113.2
2021,1,22,13,0,1.99,0,5.94,104.04
2021,1,22,14,0,2.68,0,3.62,95.71
2021,1,22,15,0,3,0,2.55,135
2021,1,22,16,0,3.34,0,3.88,158.2
2021,1,22,17,0,3.34,0,7.29,159.78
2021,1,22,18,0,0.26,0,10.37,159.68
2021,1,22,19,0,-1.06,0,9.96,139.4
2021,1,22,20,0,-0.98,0,7.79,146.31
2021,1,22,21,0,-1.47,0,6.03,162.65
2021,1,22,22,0,-1.3,0,6.29,156.37
2021,1,22,23,0,-0.89,0,6.37,137.29
2021,1,23,0,0,-0.58,0,6.62,112.38
2021,1,23,1,0,-0.67,0,8.31,107.65
2021,1,23,2,0,-0.34,0,9.11,108.43
2021,1,23,3,0,0.02,0,9.51,119.48
2021,1,23,4,0,0.32,0,4.61,128.66
2021,1,23,5,0,-0.22,0,1.8,90
2021,1,23,6,0,-0.67,0,3.32,12.53
2021,1,23,7,0,-0.66,0,4.83,26.57
2021,1,23,8,0,-0.71,0,6.49,70.56
2021,1,23,9,0,-0.44,0,12.41,106.86
2021,1,23,10,0,0.67,0,15.65,113.03
2021,1,23,11,0,1.96,0,16.74,108.82
2021,1,23,12,0,2.96,0,14.42,92.86
2021,1,23,13,0,4.35,0,15.19,95.44
2021,1,23,14,0,4.75,0,15.52,86.01
2021,1,23,15,0,4.59,0,13.04,62.02
2021,1,23,16,0,4.4,0,10.63,28.3
2021,1,23,17,0,4.04,0,13.04,6.34
2021,1,23,18,0,2.55,0,19.81,2.08
